Survey_Food_Code;display_name;cond_1_code;cond_1_name;cond_2_code;cond_2_name;cond_3_code;cond_3_name;cond_4_code;cond_4_name;cond_5_code;cond_5_name
55301000;French toast;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);91300010;Syrup;91101020;Powdered sugar (confectioner's sugar)
55301050;FRENCH TOAST STICKS;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);91300010;Syrup;91101020;Powdered sugar (confectioner's sugar)
56101010;Spaghetti, macaroni, or pasta (plain);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);;;;
56133000;Whole wheat spaghetti or pasta (plain);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);;;;
56201010;Grits (hominy), no fat added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);;;;
56201020;Grits (hominy) with butter added  (??);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);;;;
56203010;Oatmeal (plain);11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
56203030;Oatmeal (instant, flavored);11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
56205010;White rice;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
56205110;brown rice;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
56205210;wild rice;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
56205420;White rice cooked with butter or oil (??);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
56207010;cream of wheat;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57101000;ALL-BRAN CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57104000;APPLE JACKS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57117000;CAP'N CRUNCH CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57123000;CHEERIOS;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57124000;CHEX CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57125000;CINNAMON TOAST CRUNCH CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57128000;COCOA PUFFS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57135000;CORN FLAKES;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57206700;Fiber One cereal;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57207000;BRAN FLAKES CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57213000;FROOT LOOPS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57214000;FROSTED MINI-WHEATS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57223000;FRUITY PEBBLES CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57224000;GOLDEN GRAHAMS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57228000;granola;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57229000;lowfat granola;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57230000;grape-nuts cereal;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57237100;HONEY BUNCHES OF OATS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57238000;Honeycomb cereal;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57241000;HONEY NUT CHEERIOS;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57243000;HONEY SMACKS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57301500;KASHI, PUFFED;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57303100;KIX CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57304100;LIFE CEREAL (PLAIN & CINNAMON);11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57305100;LUCKY CHARMS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57330000;RAISIN BRAN CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57336000;RICE CHEX CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57339000;RICE KRISPIES CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57344000;SPECIAL K CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57347000;CORN POPS CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57349000;FROSTED FLAKES;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57406100;TOTAL CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57407100;TRIX CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57417000;SHREDDED WHEAT;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
57418000;WHEATIES CEREAL;11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);11320000;Soymilk, plain (calcium fortified);91101010;White sugar (granulated or lump)
58100110;Beef and bean burrito;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100130;Beef and cheese burrito (no beans);12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100140;Beef, bean, and cheese burrito;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100310;Bean burrito;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100320;Bean and cheese burrito;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100530;Beef and cheese enchilada;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100600;Chicken enchilada;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100710;Bean enchilada;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58100800;Cheese enchilada;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58101300;Beef taco with cheese and lettuce;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58101320;Beef taco (cheese, lettuce, tomato, salsa);12310100;Sour cream;63409010;Guacamole;;;;;;
58101400;Beef soft taco;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58101450;Chicken soft taco;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58101720;Bean taco (cheese, lettuce, tomato, salsa);12310100;Sour cream;63409010;Guacamole;;;;;;
58101910;Taco salad with beef, cheese, corn chips;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58103110;Tamale (with meat or chicken);12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104100;Cheese nachos;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104180;Beef and bean nachos;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104250;Chicken nachos;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104510;Beef chimachanga;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104530;Chicken chimichanga;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104710;Cheese quesadilla;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104730;Meat and cheese quesadilla;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58104810;Taquitoes;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58105000;Chicken fajitas with veggies & guacamole;12310100;Sour cream;74402100;Salsa;;;;;;
58105050;Beef fajitas with veggies;12310100;Sour cream;63409010;Guacamole;74402100;Salsa;;;;
58200100;Wrap sandwich (meat, vegetables, rice);12310100;Sour cream;63409010;Guacamole;74402100;Salsa;14104010;Cheese (cheddar, Swiss, etc.);14109030;Lowfat cheese (cheddar, Swiss, etc.)
58200200;Wrap sandwich (vegetables, rice);12310100;Sour cream;63409010;Guacamole;74402100;Salsa;14104010;Cheese (cheddar, Swiss, etc.);14109030;Lowfat cheese (cheddar, Swiss, etc.)
61101010;Grapefruit (raw);91101010;White sugar (granulated or lump);91102010;brown sugar;;;;;;
71101000;WHITE POTATO, BAKED, PEEL NOT EATEN;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);12310100;Sour cream;83112500;Creamy dressing (ranch)
71101110;WHITE POT,BAKED,PEEL EATEN,FAT NOT ADDED IN COOKING;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);12310100;Sour cream;83112500;Creamy dressing (ranch)
71103010;Boiled potatoes (no butter or oil added);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);;;;
71103020;Boiled potatoes (butter or oil added);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);;;;
71104010;WHITE POTATO, ROASTED, FAT NOT ADDED;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);74303000;Ketchup (catsup);;
71401020;French fries, oven-baked;74303000;Ketchup (catsup);83107000;Mayonnaise, regular;14420100;Cheese spread or dip (Velveeta, Cheez Wiz);83112500;Creamy dressing (ranch);83200100;Low-calorie salad dressing
71401030;French fries, deep fried;74303000;Ketchup (catsup);83107000;Mayonnaise, regular;14420100;Cheese spread or dip (Velveeta, Cheez Wiz);83112500;Creamy dressing (ranch);83200100;Low-calorie salad dressing
71403000;Home fries;74303000;Ketchup (catsup);83107000;Mayonnaise, regular;83112500;Creamy dressing (ranch);74402100;Salsa;83200100;Low-calorie salad dressing
71405020;Hash browns;74303000;Ketchup (catsup);83107000;Mayonnaise, regular;83112500;Creamy dressing (ranch);74402100;Salsa;83200100;Low-calorie salad dressing
71411000;Potato skin with cheese & bacon;12310100;Sour cream;83112500;Creamy dressing (ranch);;;;;;
71501010;Mashed potatoes (made with milk, no butter);28500000;Chicken gravy;28500040;Beef gravy;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type)
71501020;Mashed potatoes (made with milk and butter);28500000;Chicken gravy;28500040;Beef gravy;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type)
71501030;Mashed potatoes (made with butter);28500000;Chicken gravy;28500040;Beef gravy;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type)
71505000;Tator tots;74303000;Ketchup (catsup);83112500;Creamy dressing (ranch);83107000;Mayonnaise, regular;83200100;Low-calorie salad dressing;14420100;Cheese spread or dip (Velveeta, Cheez Wiz)
71701000;Potato pancake (latke);12310100;Sour cream;63101120;Applesauce (unsweetened);;;;;;
71930100;Cassava;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
72116000;Romaine lettuce;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
72118211;Greens, cooked without fat;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);64401000;Vinegar;;
72125100;Raw spinach;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
72125212;Spinach (no butter or oil added);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);64401000;Vinegar;12110100;Light cream (coffee or table cream)
72201100;Raw broccoli;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
72201211;Broccoli (no butter or oil added);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);14420100;Cheese spread or dip (Velveeta, Cheez Wiz);;
73101010;Raw carrots;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
73102211;Carrots (no butter or oil added);81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
73111212;Peas and carrots;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
73303010;Baked winter squash;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;91102010;brown sugar
73403010;Baked sweetpotato;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;91102010;brown sugar
73409000;Mashed sweetpotato;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;91102010;brown sugar
75105000;Raw cabbage;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83107000;Mayonnaise, regular;83204000;Low calorie mayonnaise
75107000;Raw cauliflower;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
75109000;Raw celery;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
75111000;Cucumber;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;12310100;Sour cream;64401000;Vinegar
75113000;Lettuce;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
75114000;Mixed salad greens;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
75115000;Raw mushrooms;83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
75122100;Raw sweet pepper (bell pepper);83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
75143000;Tossed salad (lettuce and vegetables);83112500;Creamy dressing (ranch);83106000;Italian dressing (oil and vinegar);83200100;Low-calorie salad dressing;83101000;Blue cheese dressing;83104000;French dressing
75201011;Artichoke, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);83107000;Mayonnaise, regular;83204000;Low calorie mayonnaise
75202011;Asparagus, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);83107000;Mayonnaise, regular;82101000;Vegetable oil
75204011;Green lima beans, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75205023;Green beans, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75207011;Cooked bean sprouts, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75208011;Beets, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75209012;Brussel sprouts, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75211020;Cooked cabbage;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75214011;Cooked cauliflower;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;14420100;Cheese spread or dip (Velveeta, Cheez Wiz)
75216171;Yellow or white corn, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75217010;Eggplant, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75219011;Cooked mushrooms, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75220011;Okra, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75221011;Cooked onions, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75223011;Blackeye peas, no fat added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75224021;Green peas, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75226010;Cooked sweet peppers, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75230010;Sauerkraut, no fat added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75231011;Snowpeas, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75233011;Zucchini or summer squash, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75234011;Turnip, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;;
75311012;Mixed vegetables, no butter or oil added;81101000;Butter;81102020;Tub margarine;81104010;Reduced calorie spread (margarine type);82101000;Vegetable oil;14420100;Cheese spread or dip (Velveeta, Cheez Wiz)
75414030;Fried mushrooms;83112500;Creamy dressing (ranch);83200100;Low-calorie salad dressing;;;;;;
75414500;Fried okra;83112500;Creamy dressing (ranch);83200100;Low-calorie salad dressing;;;;;;
75415020;Onion rings;74303000;Ketchup (catsup);74406010;Barbeque sauce;83112500;Creamy dressing (ranch);83200100;Low-calorie salad dressing;;
75418010;Breaded fried summer squash;83112500;Creamy dressing (ranch);83200100;Low-calorie salad dressing;;;;;;
75440170;Breaded fried vegetable sticks;83112500;Creamy dressing (ranch);83200100;Low-calorie salad dressing;91361010;Sweet and sour sauce;;;;
75440200;Vegetable tempura;91361010;Sweet and sour sauce;;;;;;;;
77300000;Wrap sandwich (vegetables only);12310100;Sour cream;63409010;Guacamole;74402100;Salsa;14104010;Cheese (cheddar, Swiss, etc.);14109030;Lowfat cheese (cheddar, Swiss, etc.)
92101000;Coffee;91101010;White sugar (granulated or lump);12120100;Half & Half;12210200;Coffee Mate creamer (liquid);12210250;Coffee Mate Lite creamer (liquid);11112210;1% milk (low fat)
92101900;Latte;91101010;White sugar (granulated or lump);12140000;Whipped cream, sweetened;;;;;;
92161000;Cappuccino;91101010;White sugar (granulated or lump);12140000;Whipped cream, sweetened;;;;;;
92302000;Tea (unsweetened);91101010;White sugar (granulated or lump);11111000;Whole milk;11112210;1% milk (low fat);11113000;Fat free milk (skim);61204010;Lemon juice
